coverage_id,point_id,chapter_id,heading_id,explanation_status,example_ids_json,answer_template_ids_json,source_refs_json,draft_status,source_check_status,human_review_status,checked_by,checked_at,blockers_json,updated_at
4PH1:issue4:3.15:ray-reflection,4PH1:issue4:3.15,waves,ray-reflection,partial,"[""ray-reflection:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [23], ""provenanceKind"": ""source-fact"", ""observation"": ""Scope visually reviewed; explanations and examples are original teaching material.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-10,"[""Substatement teaching audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-10
4PH1:issue4:3.16:ray-reflection,4PH1:issue4:3.16,waves,ray-reflection,partial,"[""ray-reflection:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [23], ""provenanceKind"": ""source-fact"", ""observation"": ""Scope visually reviewed; explanations and examples are original teaching material.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-10,"[""Substatement teaching audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-10
4PH1:issue4:3.16:light-refraction,4PH1:issue4:3.16,waves,light-refraction,partial,"[""light-refraction:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [23], ""provenanceKind"": ""source-fact"", ""observation"": ""Scope visually reviewed; explanations and examples are original teaching material.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-10,"[""Substatement teaching audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-10
4PH1:issue4:3.17:refraction-practical,4PH1:issue4:3.17,waves,refraction-practical,partial,"[""refraction-practical:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [23], ""provenanceKind"": ""source-fact"", ""observation"": ""Scope visually reviewed; explanations and examples are original teaching material.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-10,"[""Substatement teaching audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-10
4PH1:issue4:3.18:light-refraction,4PH1:issue4:3.18,waves,light-refraction,partial,"[""light-refraction:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [23], ""provenanceKind"": ""source-fact"", ""observation"": ""Scope visually reviewed; explanations and examples are original teaching material.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-10,"[""Substatement teaching audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-10
4PH1:issue4:3.18:refraction-practical,4PH1:issue4:3.18,waves,refraction-practical,partial,"[""refraction-practical:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [23], ""provenanceKind"": ""source-fact"", ""observation"": ""Scope visually reviewed; explanations and examples are original teaching material.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-10,"[""Substatement teaching audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-10
4PH1:issue4:3.19:refraction-practical,4PH1:issue4:3.19,waves,refraction-practical,partial,"[""refraction-practical:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [23], ""provenanceKind"": ""source-fact"", ""observation"": ""Scope visually reviewed; explanations and examples are original teaching material.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-10,"[""Substatement teaching audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-10
4PH1:issue4:3.20:critical-angle,4PH1:issue4:3.20,waves,critical-angle,partial,"[""critical-angle:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [23], ""provenanceKind"": ""source-fact"", ""observation"": ""Scope visually reviewed; explanations and examples are original teaching material.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-10,"[""Substatement teaching audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-10
4PH1:issue4:3.21:critical-angle,4PH1:issue4:3.21,waves,critical-angle,partial,"[""critical-angle:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [23], ""provenanceKind"": ""source-fact"", ""observation"": ""Scope visually reviewed; explanations and examples are original teaching material.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-10,"[""Substatement teaching audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-10
4PH1:issue4:3.22:critical-angle,4PH1:issue4:3.22,waves,critical-angle,partial,"[""critical-angle:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [24], ""provenanceKind"": ""source-fact"", ""observation"": ""Scope visually reviewed; explanations and examples are original teaching material.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-10,"[""Substatement teaching audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-10
4PH1:issue4:3.23:transverse-longitudinal,4PH1:issue4:3.23,waves,transverse-longitudinal,partial,"[""transverse-longitudinal:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [24], ""provenanceKind"": ""source-fact"", ""observation"": ""Scope visually reviewed; explanations and examples are original teaching material.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-10,"[""Substatement teaching audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-10
4PH1:issue4:3.23:reflection-refraction,4PH1:issue4:3.23,waves,reflection-refraction,partial,"[""reflection-refraction:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [24], ""provenanceKind"": ""source-fact"", ""observation"": ""Scope visually reviewed; explanations and examples are original teaching material.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-10,"[""Substatement teaching audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-10
4PH1:issue4:3.23:sound-and-echoes,4PH1:issue4:3.23,waves,sound-and-echoes,partial,"[""sound-and-echoes:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [24], ""provenanceKind"": ""source-fact"", ""observation"": ""Scope visually reviewed; explanations and examples are original teaching material.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-10,"[""Substatement teaching audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-10
4PH1:issue4:3.24P:sound-and-echoes,4PH1:issue4:3.24P,waves,sound-and-echoes,partial,"[""sound-and-echoes:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [24], ""provenanceKind"": ""source-fact"", ""observation"": ""Scope visually reviewed; explanations and examples are original teaching material.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-10,"[""Substatement teaching audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-10
4PH1:issue4:3.25P:sound-speed-practical,4PH1:issue4:3.25P,waves,sound-speed-practical,partial,"[""sound-speed-practical:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [24], ""provenanceKind"": ""source-fact"", ""observation"": ""Scope visually reviewed; explanations and examples are original teaching material.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-10,"[""Substatement teaching audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-10
4PH1:issue4:3.26P:oscilloscope-frequency,4PH1:issue4:3.26P,waves,oscilloscope-frequency,partial,"[""oscilloscope-frequency:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [24], ""provenanceKind"": ""source-fact"", ""observation"": ""Scope visually reviewed; explanations and examples are original teaching material.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-10,"[""Substatement teaching audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-10
4PH1:issue4:3.27P:oscilloscope-frequency,4PH1:issue4:3.27P,waves,oscilloscope-frequency,partial,"[""oscilloscope-frequency:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [24], ""provenanceKind"": ""source-fact"", ""observation"": ""Scope visually reviewed; explanations and examples are original teaching material.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-10,"[""Substatement teaching audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-10
4PH1:issue4:3.28P:pitch-and-loudness,4PH1:issue4:3.28P,waves,pitch-and-loudness,partial,"[""pitch-and-loudness:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [24], ""provenanceKind"": ""source-fact"", ""observation"": ""Scope visually reviewed; explanations and examples are original teaching material.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-10,"[""Substatement teaching audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-10
4PH1:issue4:3.29P:pitch-and-loudness,4PH1:issue4:3.29P,waves,pitch-and-loudness,partial,"[""pitch-and-loudness:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [24], ""provenanceKind"": ""source-fact"", ""observation"": ""Scope visually reviewed; explanations and examples are original teaching material.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-10,"[""Substatement teaching audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-10
4PH1:issue4:4.1:energy-units,4PH1:issue4:4.1,energy,energy-units,partial,"[""energy-units:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [25], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:4.2:energy-stores-and-radiation,4PH1:issue4:4.2,energy,energy-stores-and-radiation,partial,"[""energy-stores-and-radiation:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [25], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:4.3:conservation-efficiency-sankey,4PH1:issue4:4.3,energy,conservation-efficiency-sankey,partial,"[""conservation-efficiency-sankey:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [25], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:4.3:energy-balance-motion,4PH1:issue4:4.3,energy,energy-balance-motion,partial,"[""energy-balance-motion:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [25], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:4.4:conservation-efficiency-sankey,4PH1:issue4:4.4,energy,conservation-efficiency-sankey,partial,"[""conservation-efficiency-sankey:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [25], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:4.5:conservation-efficiency-sankey,4PH1:issue4:4.5,energy,conservation-efficiency-sankey,partial,"[""conservation-efficiency-sankey:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [25], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:4.6:energy-stores-and-radiation,4PH1:issue4:4.6,energy,energy-stores-and-radiation,partial,"[""energy-stores-and-radiation:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [25], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:4.6:conduction-and-convection,4PH1:issue4:4.6,energy,conduction-and-convection,partial,"[""conduction-and-convection:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [25], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:4.7:conduction-and-convection,4PH1:issue4:4.7,energy,conduction-and-convection,partial,"[""conduction-and-convection:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [25], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:4.7:thermal-practical-convection,4PH1:issue4:4.7,energy,thermal-practical-convection,partial,[],[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [25], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:4.8:surface-absorption,4PH1:issue4:4.8,energy,surface-absorption,partial,"[""surface-absorption:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [25], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:4.8:thermal-practical-radiation,4PH1:issue4:4.8,energy,thermal-practical-radiation,partial,[],[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [25], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:4.9:thermal-practical-conduction,4PH1:issue4:4.9,energy,thermal-practical-conduction,partial,[],[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [25], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:4.9:thermal-practical-convection,4PH1:issue4:4.9,energy,thermal-practical-convection,partial,[],[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [25], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:4.9:thermal-practical-radiation,4PH1:issue4:4.9,energy,thermal-practical-radiation,partial,[],[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [25], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:4.10:insulation,4PH1:issue4:4.10,energy,insulation,partial,"[""insulation:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [25], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:4.11:work-and-energy,4PH1:issue4:4.11,energy,work-and-energy,partial,"[""work-and-energy:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [26], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:4.12:work-and-energy,4PH1:issue4:4.12,energy,work-and-energy,partial,"[""work-and-energy:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [26], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:4.13:kinetic-and-gravitational-energy,4PH1:issue4:4.13,energy,kinetic-and-gravitational-energy,partial,"[""kinetic-and-gravitational-energy:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [26], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:4.14:kinetic-and-gravitational-energy,4PH1:issue4:4.14,energy,kinetic-and-gravitational-energy,partial,"[""kinetic-and-gravitational-energy:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [26], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:4.15:energy-balance-motion,4PH1:issue4:4.15,energy,energy-balance-motion,partial,"[""energy-balance-motion:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [26], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:4.16:power,4PH1:issue4:4.16,energy,power,partial,"[""power:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [26], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:4.17:power,4PH1:issue4:4.17,energy,power,partial,"[""power:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [26], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:4.18P:electricity-generation,4PH1:issue4:4.18P,energy,electricity-generation,partial,"[""electricity-generation:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [26], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:4.19P:comparing-energy-resources,4PH1:issue4:4.19P,energy,comparing-energy-resources,partial,[],[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [26], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:2.1:charge-current-units,4PH1:issue4:2.1,electricity,charge-current-units,partial,"[""charge-current-units:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [20], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:2.2:domestic-electrical-protection,4PH1:issue4:2.2,electricity,domestic-electrical-protection,partial,"[""domestic-electrical-protection:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [20], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:2.3:resistor-heating,4PH1:issue4:2.3,electricity,resistor-heating,partial,"[""resistor-heating:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [20], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:2.4:power-and-fuse-selection,4PH1:issue4:2.4,electricity,power-and-fuse-selection,partial,"[""power-and-fuse-selection:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [20], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:2.5:electrical-energy-time,4PH1:issue4:2.5,electricity,electrical-energy-time,partial,"[""electrical-energy-time:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [20], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:2.6:alternating-and-direct-current,4PH1:issue4:2.6,electricity,alternating-and-direct-current,partial,"[""alternating-and-direct-current:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [20], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:2.7:parallel-branches,4PH1:issue4:2.7,electricity,parallel-branches,partial,"[""parallel-branches:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [20], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:2.8:series-circuit-calculations,4PH1:issue4:2.8,electricity,series-circuit-calculations,partial,"[""series-circuit-calculations:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [20], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:2.9:current-voltage-characteristics,4PH1:issue4:2.9,electricity,current-voltage-characteristics,partial,"[""current-voltage-characteristics:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [20], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:2.9:investigate-current-voltage,4PH1:issue4:2.9,electricity,investigate-current-voltage,partial,[],[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [20], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:2.10:resistance-and-ohms-law,4PH1:issue4:2.10,electricity,resistance-and-ohms-law,partial,"[""resistance-and-ohms-law:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [21], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:2.11:ldr-and-thermistor,4PH1:issue4:2.11,electricity,ldr-and-thermistor,partial,"[""ldr-and-thermistor:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [21], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:2.12:lamps-and-led-indicators,4PH1:issue4:2.12,electricity,lamps-and-led-indicators,partial,"[""lamps-and-led-indicators:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [21], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:2.13:resistance-and-ohms-law,4PH1:issue4:2.13,electricity,resistance-and-ohms-law,partial,"[""resistance-and-ohms-law:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [21], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:2.14:charge-current-units,4PH1:issue4:2.14,electricity,charge-current-units,partial,"[""charge-current-units:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [21], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:2.15:charge-current-units,4PH1:issue4:2.15,electricity,charge-current-units,partial,"[""charge-current-units:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [21], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
